"Ergebnisart";"Datum";"Uhrzeit";"Soll.Wahlbezirke";"Ist.Wahlbezirke";"Satzart";"Schlüsselnummer";"Name";"Wahllokal";"A.Wahlberechtigte";"B.Wähler";"E.Ungültige.Zweitstimmen";"F.Gültige.Zweitstimmen";"F01.CDU";"F02.AfD";"F03.Die Linke";"F04.SPD";"F05.FDP";"F06.GRÜNE";"F07.FREIE WÄHLER";"F08.dieBasis";"F09.Tierschutzpartei";"F10.Gartenpartei";"F11.Die PARTEI";"F12.TIERSCHUTZALLIANZ";"F15.BSW";"F19.PdF";"F20.Volt";"C.Ungültige.Erststimmen";"D.Gültige.Erststimmen";"D01.CDU";"D02.AfD";"D03.Die Linke";"D04.SPD";"D05.FDP";"D06.GRÜNE";"D07.FREIE WÄHLER";"D09.Tierschutzpartei";"D10.Gartenpartei";"D11.Die PARTEI";"D12.TIERSCHUTZALLIANZ";"D13.HEIMAT";"D15.BSW";"D19.PdF";"D20.Volt";"D21.EB";"Gewählt im Wahlkreis"
"Z";"06.09.2026";"19:53:25";57;30;"GEM";"15001000";"Dessau-Roßlau, Stadt";"U";27105;15500;188;15312;2405;7001;1183;1276;463;1425;128;11;186;70;47;85;951;21;60;228;15272;3790;7429;1527;1130;642;508;169;;;;;77;;;;;""
"Z";"06.09.2026";"19:49:57";22;13;"GEM";"15001000";"Dessau-Roßlau, Stadt";"B";0;7470;35;7435;1926;1611;765;1026;278;1035;94;10;87;30;22;30;482;13;26;88;7382;2938;1687;1007;742;405;449;106;;;;;48;;;;;""
"Z";"06.09.2026";"19:53:25";79;43;"GEM";"15001000";"Dessau-Roßlau, Stadt";"";27105;22970;223;22747;4331;8612;1948;2302;741;2460;222;21;273;100;69;115;1433;34;86;316;22654;6728;9116;2534;1872;1047;957;275;;;;;125;;;;;""
"Z";"06.09.2026";"19:37:03";126;24;"GEM";"15002000";"Halle (Saale), Stadt";"U";23200;12242;116;12126;1704;4336;1151;1237;351;2320;95;14;130;30;42;64;598;10;44;135;12107;2498;4330;2477;987;398;804;67;;;;;;509;;;37;""
"Z";"06.09.2026";"19:37:47";60;16;"GEM";"15002000";"Halle (Saale), Stadt";"B";0;9528;51;9477;1564;1475;1347;1570;285;2415;85;14;97;44;32;35;471;12;31;71;9457;2201;1462;3114;1041;322;756;62;;;;;;473;;;26;""
"Z";"06.09.2026";"19:37:47";186;40;"GEM";"15002000";"Halle (Saale), Stadt";"";23200;21770;167;21603;3268;5811;2498;2807;636;4735;180;28;227;74;74;99;1069;22;75;206;21564;4699;5792;5591;2028;720;1560;129;;;;;;982;;;63;""
"Z";"06.09.2026";"19:46:53";148;56;"GEM";"15003000";"Magdeburg, Landeshauptstadt";"U";57706;28908;251;28657;3812;11338;2721;2971;771;4310;143;34;249;349;81;215;1486;40;137;252;28656;6454;11494;4859;2076;658;1081;;;505;;167;;1241;;121;;""
"Z";"06.09.2026";"19:43:47";70;29;"GEM";"15003000";"Magdeburg, Landeshauptstadt";"B";0;16150;64;16086;3585;3041;1949;2494;587;2661;96;18;134;224;51;140;989;30;87;86;16064;5488;2992;2816;1730;612;889;;;406;;161;;892;;78;;""
"Z";"06.09.2026";"19:46:53";218;85;"GEM";"15003000";"Magdeburg, Landeshauptstadt";"";57706;45058;315;44743;7397;14379;4670;5465;1358;6971;239;52;383;573;132;355;2475;70;224;338;44720;11942;14486;7675;3806;1270;1970;;;911;;328;;2133;;199;;""
"V";"06.09.2026";"19:03:27";3;3;"GEM";"15081026";"Apenburg-Winterfeld, Flecken";"U";1315;947;14;933;145;454;71;97;24;53;5;1;7;5;3;3;62;2;1;13;934;234;460;84;59;18;23;;;;9;;;47;;;;""
"L";;;1;0;"GEM";"15081026";"Apenburg-Winterfeld, Flecken";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;;;0;;;;""
"Z";"06.09.2026";"19:03:27";4;3;"GEM";"15081026";"Apenburg-Winterfeld, Flecken";"";1315;947;14;933;145;454;71;97;24;53;5;1;7;5;3;3;62;2;1;13;934;234;460;84;59;18;23;;;;9;;;47;;;;""
"V";"06.09.2026";"19:36:04";16;16;"GEM";"15081030";"Arendsee (Altmark), Stadt";"U";5337;3268;39;3229;543;1573;296;238;122;177;31;12;23;10;12;11;163;5;13;45;3223;715;1556;350;249;86;71;;;;30;;;166;;;;""
"L";;;1;0;"GEM";"15081030";"Arendsee (Altmark), Stadt";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;;;0;;;;""
"Z";"06.09.2026";"19:36:04";17;16;"GEM";"15081030";"Arendsee (Altmark), Stadt";"";5337;3268;39;3229;543;1573;296;238;122;177;31;12;23;10;12;11;163;5;13;45;3223;715;1556;350;249;86;71;;;;30;;;166;;;;""
"Z";"06.09.2026";"19:02:23";6;5;"GEM";"15081045";"Beetzendorf";"U";1079;687;3;684;104;299;74;46;17;91;5;2;5;3;3;2;32;1;0;3;684;178;293;109;32;8;29;;;;5;;;30;;;;""
"L";;;1;0;"GEM";"15081045";"Beetzendorf";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;;;0;;;;""
"Z";"06.09.2026";"19:02:23";7;5;"GEM";"15081045";"Beetzendorf";"";1079;687;3;684;104;299;74;46;17;91;5;2;5;3;3;2;32;1;0;3;684;178;293;109;32;8;29;;;;5;;;30;;;;""
"V";"06.09.2026";"19:26:32";2;2;"GEM";"15081095";"Dähre";"U";1125;717;7;710;124;333;62;60;29;63;4;1;2;0;2;0;30;0;0;5;712;185;334;71;45;30;17;;;;4;;;26;;;;""
"L";;;1;0;"GEM";"15081095";"Dähre";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;;;0;;;;""
"Z";"06.09.2026";"19:26:32";3;2;"GEM";"15081095";"Dähre";"";1125;717;7;710;124;333;62;60;29;63;4;1;2;0;2;0;30;0;0;5;712;185;334;71;45;30;17;;;;4;;;26;;;;""
"L";;;1;0;"GEM";"15081105";"Diesdorf, Flecken";"U";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;;;0;;;;""
"L";;;1;0;"GEM";"15081105";"Diesdorf, Flecken";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;;;0;;;;""
"L";;;2;0;"GEM";"15081105";"Diesdorf, Flecken";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;;;0;;;;""
"Z";"06.09.2026";"19:46:03";37;34;"GEM";"15081135";"Gardelegen, Hansestadt";"U";14868;9452;110;9342;1434;4446;781;917;268;590;81;13;114;54;37;61;498;16;32;111;9341;2190;4375;870;706;337;187;;;;145;;;531;;;;""
"L";;;3;0;"GEM";"15081135";"Gardelegen, Hansestadt";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;;;0;;;;""
"Z";"06.09.2026";"19:46:03";40;34;"GEM";"15081135";"Gardelegen, Hansestadt";"";14868;9452;110;9342;1434;4446;781;917;268;590;81;13;114;54;37;61;498;16;32;111;9341;2190;4375;870;706;337;187;;;;145;;;531;;;;""
"V";"06.09.2026";"18:59:32";5;5;"GEM";"15081225";"Jübar";"U";1230;853;7;846;134;469;57;60;10;47;11;1;11;5;1;5;33;2;0;6;847;238;432;54;53;17;13;;;;10;;;30;;;;""
"L";;;1;0;"GEM";"15081225";"Jübar";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;;;0;;;;""
"Z";"06.09.2026";"18:59:32";6;5;"GEM";"15081225";"Jübar";"";1230;853;7;846;134;469;57;60;10;47;11;1;11;5;1;5;33;2;0;6;847;238;432;54;53;17;13;;;;10;;;30;;;;""
"Z";"06.09.2026";"19:23:21";17;14;"GEM";"15081240";"Kalbe (Milde), Stadt";"U";4102;2581;25;2556;417;1242;228;214;70;157;22;3;22;6;12;7;145;2;9;27;2554;567;1262;279;154;76;57;;;;29;;;130;;;;""
"L";;;1;0;"GEM";"15081240";"Kalbe (Milde), Stadt";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;;;0;;;;""
"Z";"06.09.2026";"19:23:21";18;14;"GEM";"15081240";"Kalbe (Milde), Stadt";"";4102;2581;25;2556;417;1242;228;214;70;157;22;3;22;6;12;7;145;2;9;27;2554;567;1262;279;154;76;57;;;;29;;;130;;;;""
"Z";"06.09.2026";"19:38:26";17;15;"GEM";"15081280";"Klötze, Stadt";"U";6024;3670;45;3625;577;1671;316;411;94;243;45;6;22;17;19;20;168;6;10;42;3628;811;1652;507;274;97;86;;;;42;;;159;;;;""
"L";;;2;0;"GEM";"15081280";"Klötze, Stadt";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;;;0;;;;""
"Z";"06.09.2026";"19:38:26";19;15;"GEM";"15081280";"Klötze, Stadt";"";6024;3670;45;3625;577;1671;316;411;94;243;45;6;22;17;19;20;168;6;10;42;3628;811;1652;507;274;97;86;;;;42;;;159;;;;""
"V";"06.09.2026";"19:34:01";3;3;"GEM";"15081290";"Kuhfelde";"U";857;608;8;600;105;312;40;36;15;42;11;0;1;2;4;3;27;2;0;9;599;131;310;46;36;20;18;;;;9;;;29;;;;""
"V";"06.09.2026";"19:33:27";1;1;"GEM";"15081290";"Kuhfelde";"B";0;100;0;100;24;20;11;10;2;15;0;0;0;1;1;3;12;0;1;0;100;31;24;15;10;3;4;;;;3;;;10;;;;""
"V";"06.09.2026";"19:34:01";4;4;"GEM";"15081290";"Kuhfelde";"";857;708;8;700;129;332;51;46;17;57;11;0;1;3;5;6;39;2;1;9;699;162;334;61;46;23;22;;;;12;;;39;;;;""
"V";"06.09.2026";"18:53:57";3;3;"GEM";"15081440";"Rohrberg";"U";820;592;5;587;92;314;34;41;7;45;5;1;10;3;2;3;30;0;0;3;589;130;316;42;43;13;10;;;;12;;;23;;;;""
"L";;;1;0;"GEM";"15081440";"Rohrberg";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;;;0;;;;""
"Z";"06.09.2026";"18:53:57";4;3;"GEM";"15081440";"Rohrberg";"";820;592;5;587;92;314;34;41;7;45;5;1;10;3;2;3;30;0;0;3;589;130;316;42;43;13;10;;;;12;;;23;;;;""
"Z";"06.09.2026";"19:46:47";21;16;"GEM";"15081455";"Salzwedel, Hansestadt";"U";10601;6336;79;6257;955;2851;677;595;147;453;59;15;57;23;18;32;349;12;14;90;6246;1452;2850;841;418;152;163;;;;66;;;304;;;;""
"Z";"06.09.2026";"19:40:37";4;1;"GEM";"15081455";"Salzwedel, Hansestadt";"B";0;953;3;950;230;215;137;135;32;108;9;0;6;4;2;2;64;2;4;3;950;330;200;194;89;37;26;;;;6;;;68;;;;""
"Z";"06.09.2026";"19:46:47";25;17;"GEM";"15081455";"Salzwedel, Hansestadt";"";10601;7289;82;7207;1185;3066;814;730;179;561;68;15;63;27;20;34;413;14;18;93;7196;1782;3050;1035;507;189;189;;;;72;;;372;;;;""
"V";"06.09.2026";"19:00:15";2;2;"GEM";"15081545";"Wallstawe";"U";685;446;8;438;69;233;32;35;10;34;5;0;2;0;0;0;13;1;4;8;438;103;227;44;26;15;7;;;;2;;;14;;;;""
"L";;;1;0;"GEM";"15081545";"Wallstawe";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;;;0;;;;""
"Z";"06.09.2026";"19:00:15";3;2;"GEM";"15081545";"Wallstawe";"";685;446;8;438;69;233;32;35;10;34;5;0;2;0;0;0;13;1;4;8;438;103;227;44;26;15;7;;;;2;;;14;;;;""
"Z";"06.09.2026";"19:40:40";8;7;"GEM";"15082005";"Aken (Elbe), Stadt";"U";4233;2540;31;2509;404;1364;180;151;91;106;26;3;24;7;6;16;129;1;1;40;2500;488;1418;225;138;178;53;;;;;;;;;;;""
"L";;;1;0;"GEM";"15082005";"Aken (Elbe), Stadt";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;""
"Z";"06.09.2026";"19:40:40";9;7;"GEM";"15082005";"Aken (Elbe), Stadt";"";4233;2540;31;2509;404;1364;180;151;91;106;26;3;24;7;6;16;129;1;1;40;2500;488;1418;225;138;178;53;;;;;;;;;;;""
"Z";"06.09.2026";"19:47:39";25;18;"GEM";"15082015";"Bitterfeld-Wolfen, Stadt";"U";19954;10832;118;10714;1490;6069;780;677;223;526;144;4;117;49;29;66;491;11;38;137;10695;1777;6355;966;663;256;266;412;;;;;;;;;;""
"Z";"06.09.2026";"19:46:22";6;3;"GEM";"15082015";"Bitterfeld-Wolfen, Stadt";"B";0;3006;13;2993;781;860;300;357;68;254;80;1;43;20;6;19;188;3;13;23;2983;915;916;411;327;93;134;187;;;;;;;;;;""
"Z";"06.09.2026";"19:47:39";31;21;"GEM";"15082015";"Bitterfeld-Wolfen, Stadt";"";19954;13838;131;13707;2271;6929;1080;1034;291;780;224;5;160;69;35;85;679;14;51;160;13678;2692;7271;1377;990;349;400;599;;;;;;;;;;""
"Z";"06.09.2026";"19:45:15";22;15;"GEM";"15082180";"Köthen (Anhalt), Stadt";"U";10172;5604;61;5543;855;2956;462;357;148;295;49;9;52;26;8;39;258;6;23;73;5531;1240;2937;535;319;167;140;;;;;;;193;;;;""
"L";;;2;0;"GEM";"15082180";"Köthen (Anhalt), Stadt";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;;""
"Z";"06.09.2026";"19:45:15";24;15;"GEM";"15082180";"Köthen (Anhalt), Stadt";"";10172;5604;61;5543;855;2956;462;357;148;295;49;9;52;26;8;39;258;6;23;73;5531;1240;2937;535;319;167;140;;;;;;;193;;;;""
"Z";"06.09.2026";"19:38:22";13;10;"GEM";"15082241";"Muldestausee";"U";5983;3602;32;3570;540;2000;198;177;124;176;50;5;55;21;3;28;178;8;7;43;3559;753;1989;247;169;151;82;;;;;;;168;;;;""
"V";"06.09.2026";"19:52:45";3;3;"GEM";"15082241";"Muldestausee";"B";0;2243;18;2225;634;664;201;200;71;225;22;1;32;11;12;12;126;8;6;34;2209;815;657;234;166;82;118;;;;;;;137;;;;""
"Z";"06.09.2026";"19:52:45";16;13;"GEM";"15082241";"Muldestausee";"";5983;5845;50;5795;1174;2664;399;377;195;401;72;6;87;32;15;40;304;16;13;77;5768;1568;2646;481;335;233;200;;;;;;;305;;;;""
"Z";"06.09.2026";"19:42:28";18;15;"GEM";"15082256";"Osternienburger Land";"U";4955;3381;55;3326;533;1879;259;154;94;127;32;2;29;12;16;21;151;3;14;68;3313;740;1935;311;146;128;53;;;;;;;;;;;""
"L";;;1;0;"GEM";"15082256";"Osternienburger Land";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;""
"Z";"06.09.2026";"19:42:28";19;15;"GEM";"15082256";"Osternienburger Land";"";4955;3381;55;3326;533;1879;259;154;94;127;32;2;29;12;16;21;151;3;14;68;3313;740;1935;311;146;128;53;;;;;;;;;;;""
"Z";"06.09.2026";"19:47:54";10;9;"GEM";"15082301";"Raguhn-Jeßnitz, Stadt";"U";6026;3890;38;3852;484;2437;189;145;83;163;43;5;50;22;2;26;182;7;14;45;3845;661;2500;244;136;95;74;;;;;;;135;;;;""
