"Ergebnisart";"Datum";"Uhrzeit";"Soll.Wahlbezirke";"Ist.Wahlbezirke";"Satzart";"Schlüsselnummer";"Name";"Wahllokal";"A.Wahlberechtigte";"B.Wähler";"E.Ungültige.Zweitstimmen";"F.Gültige.Zweitstimmen";"F01.CDU";"F02.AfD";"F03.Die Linke";"F04.SPD";"F05.FDP";"F06.GRÜNE";"F07.FREIE WÄHLER";"F08.dieBasis";"F09.Tierschutzpartei";"F10.Gartenpartei";"F11.Die PARTEI";"F12.TIERSCHUTZALLIANZ";"F15.BSW";"F19.PdF";"F20.Volt";"C.Ungültige.Erststimmen";"D.Gültige.Erststimmen";"D01.CDU";"D02.AfD";"D03.Die Linke";"D04.SPD";"D05.FDP";"D06.GRÜNE";"D07.FREIE WÄHLER";"D09.Tierschutzpartei";"D10.Gartenpartei";"D11.Die PARTEI";"D12.TIERSCHUTZALLIANZ";"D13.HEIMAT";"D15.BSW";"D19.PdF";"D20.Volt";"D21.EB";"Gewählt im Wahlkreis"
"Z";"06.09.2026";"20:53:06";57;54;"GEM";"15001000";"Dessau-Roßlau, Stadt";"U";56604;31719;367;31352;4900;14204;2476;2784;884;2817;269;29;382;146;86;176;2041;38;120;468;31251;7720;15076;3232;2406;1338;1076;288;;;;;115;;;;;""
"Z";"06.09.2026";"20:45:46";22;20;"GEM";"15001000";"Dessau-Roßlau, Stadt";"B";0;11779;73;11706;3092;2450;1202;1594;461;1694;135;15;126;56;28;56;743;19;35;147;11632;4755;2540;1531;1183;714;718;136;;;;;55;;;;;""
"Z";"06.09.2026";"20:53:06";79;74;"GEM";"15001000";"Dessau-Roßlau, Stadt";"";56604;43498;440;43058;7992;16654;3678;4378;1345;4511;404;44;508;202;114;232;2784;57;155;615;42883;12475;17616;4763;3589;2052;1794;424;;;;;170;;;;;""
"Z";"06.09.2026";"21:08:26";126;105;"GEM";"15002000";"Halle (Saale), Stadt";"U";142660;72578;764;71814;8770;26489;7544;7672;1923;13191;524;107;753;273;233;363;3583;112;277;853;71725;12580;26836;15858;6296;2154;4531;296;;;;;;3002;;;172;""
"Z";"06.09.2026";"20:58:09";60;46;"GEM";"15002000";"Halle (Saale), Stadt";"B";0;32742;153;32589;5862;5062;4310;5315;1053;8211;312;52;270;151;100;119;1602;61;109;219;32523;8096;4951;9917;3841;1251;2604;190;;;;;;1584;;;89;""
"Z";"06.09.2026";"21:08:26";186;151;"GEM";"15002000";"Halle (Saale), Stadt";"";142660;105320;917;104403;14632;31551;11854;12987;2976;21402;836;159;1023;424;333;482;5185;173;386;1072;104248;20676;31787;25775;10137;3405;7135;486;;;;;;4586;;;261;""
"Z";"06.09.2026";"20:55:22";148;136;"GEM";"15003000";"Magdeburg, Landeshauptstadt";"U";159779;79666;751;78915;9923;32750;7733;7765;1976;11234;405;122;716;1105;226;636;3843;114;367;749;78917;17056;33187;12602;5599;1873;2992;;;1530;;539;;3302;;237;;""
"Z";"06.09.2026";"20:55:57";70;65;"GEM";"15003000";"Magdeburg, Landeshauptstadt";"B";0;47305;183;47122;9492;8296;6116;7411;1707;9196;301;56;407;626;145;386;2628;93;262;246;47059;15433;8119;9970;4833;1706;2886;;;1125;;380;;2371;;236;;""
"Z";"06.09.2026";"20:55:57";218;201;"GEM";"15003000";"Magdeburg, Landeshauptstadt";"";159779;126971;934;126037;19415;41046;13849;15176;3683;20430;706;178;1123;1731;371;1022;6471;207;629;995;125976;32489;41306;22572;10432;3579;5878;;;2655;;919;;5673;;473;;""
"V";"06.09.2026";"19:03:27";3;3;"GEM";"15081026";"Apenburg-Winterfeld, Flecken";"U";1315;947;14;933;145;454;71;97;24;53;5;1;7;5;3;3;62;2;1;13;934;234;460;84;59;18;23;;;;9;;;47;;;;""
"L";;;1;0;"GEM";"15081026";"Apenburg-Winterfeld, Flecken";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;;;0;;;;""
"Z";"06.09.2026";"19:03:27";4;3;"GEM";"15081026";"Apenburg-Winterfeld, Flecken";"";1315;947;14;933;145;454;71;97;24;53;5;1;7;5;3;3;62;2;1;13;934;234;460;84;59;18;23;;;;9;;;47;;;;""
"V";"06.09.2026";"19:36:04";16;16;"GEM";"15081030";"Arendsee (Altmark), Stadt";"U";5337;3268;39;3229;543;1573;296;238;122;177;31;12;23;10;12;11;163;5;13;45;3223;715;1556;350;249;86;71;;;;30;;;166;;;;""
"L";;;1;0;"GEM";"15081030";"Arendsee (Altmark), Stadt";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;;;0;;;;""
"Z";"06.09.2026";"19:36:04";17;16;"GEM";"15081030";"Arendsee (Altmark), Stadt";"";5337;3268;39;3229;543;1573;296;238;122;177;31;12;23;10;12;11;163;5;13;45;3223;715;1556;350;249;86;71;;;;30;;;166;;;;""
"Z";"06.09.2026";"19:02:23";6;5;"GEM";"15081045";"Beetzendorf";"U";1079;687;3;684;104;299;74;46;17;91;5;2;5;3;3;2;32;1;0;3;684;178;293;109;32;8;29;;;;5;;;30;;;;""
"L";;;1;0;"GEM";"15081045";"Beetzendorf";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;;;0;;;;""
"Z";"06.09.2026";"19:02:23";7;5;"GEM";"15081045";"Beetzendorf";"";1079;687;3;684;104;299;74;46;17;91;5;2;5;3;3;2;32;1;0;3;684;178;293;109;32;8;29;;;;5;;;30;;;;""
"V";"06.09.2026";"19:26:32";2;2;"GEM";"15081095";"Dähre";"U";1125;717;7;710;124;333;62;60;29;63;4;1;2;0;2;0;30;0;0;5;712;185;334;71;45;30;17;;;;4;;;26;;;;""
"L";;;1;0;"GEM";"15081095";"Dähre";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;;;0;;;;""
"Z";"06.09.2026";"19:26:32";3;2;"GEM";"15081095";"Dähre";"";1125;717;7;710;124;333;62;60;29;63;4;1;2;0;2;0;30;0;0;5;712;185;334;71;45;30;17;;;;4;;;26;;;;""
"L";;;1;0;"GEM";"15081105";"Diesdorf, Flecken";"U";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;;;0;;;;""
"L";;;1;0;"GEM";"15081105";"Diesdorf, Flecken";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;;;0;;;;""
"L";;;2;0;"GEM";"15081105";"Diesdorf, Flecken";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;;;0;;;;""
"Z";"06.09.2026";"19:46:03";37;34;"GEM";"15081135";"Gardelegen, Hansestadt";"U";14868;9452;110;9342;1434;4446;781;917;268;590;81;13;114;54;37;61;498;16;32;111;9341;2190;4375;870;706;337;187;;;;145;;;531;;;;""
"L";;;3;0;"GEM";"15081135";"Gardelegen, Hansestadt";"B";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;;;0;;;;""
